original_language,overview,title,budget,revenue,runtime,release_date,popularity,vote_average,vote_count,genres
en,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",Burnt,20000000,36606743,100,2015-10-02,5.9807,6.516,3460,['Drama']
en,"After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",Little Nicky,85000000,58292295,90,2000-11-10,6.1002,5.853,1901,"['Comedy', 'Fantasy']"
en,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,House of 1000 Corpses,7000000,17949758,89,2003-04-11,5.5111,6.2,1681,['Horror']
en,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,The Three Musketeers,75000000,132274484,110,2011-08-31,6.077,5.8,2702,"['Adventure', 'Action', 'Thriller']"
en,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",8MM,40000000,96618699,123,1999-02-26,5.56,6.461,2142,"['Thriller', 'Crime', 'Mystery']"
en,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where the group was forgotten.,Yesterday,26000000,154608856,116,2019-06-26,5.9254,6.688,4096,"['Comedy', 'Fantasy', 'Music', 'Romance']"
en,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",Point Break,105000000,133782481,114,2015-12-03,6.0705,5.958,2369,"['Action', 'Adventure', 'Crime', 'Thriller']"
en,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",Unknown,30000000,130786397,113,2011-02-16,5.4737,6.686,4014,"['Action', 'Mystery', 'Thriller']"
en,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",The Outlaw Josey Wales,3700000,31800000,135,1976-06-30,4.6873,7.439,1215,['Western']
en,"While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness.",Bad Lieutenant,1000000,2019469,96,1992-11-20,5.5187,7.017,912,"['Crime', 'Drama']"
en,A young reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks.,Rounders,12000000,22900000,121,1998-09-11,6.0968,7.007,1818,"['Drama', 'Crime']"
en,"In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth.",The Egyptian,5000000,15000000,139,1954-08-25,4.7141,6.5,98,"['History', 'Drama']"
en,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",The Ghost and the Darkness,50000000,38619405,109,1996-10-11,5.51,6.8,1092,"['Adventure', 'Thriller', 'History']"
ja,"When the sadness of her father's disappearance gets to Molly Hale, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mother, Ash — alongside Misty and Brock — invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",Pokémon 3: The Movie,16000000,68452128,74,2000-07-08,5.8124,6.5,654,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']"
en,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","O Brother, Where Art Thou?",26000000,71877090,107,2000-08-30,5.3779,7.318,4379,"['Adventure', 'Comedy', 'Crime']"
en,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",Earthquake,7000000,79666653,123,1974-11-15,5.0296,6.113,345,"['Action', 'Drama', 'Thriller']"
en,"Two of New York's most notorious organized crime bosses, Frank Costello and Vito Genovese, vie for control of the city's streets. Once the best of friends, petty jealousies and a series of betrayals place them on a deadly collision course that will reshape the Mafia (and America) forever.",The Alto Knights,45000000,9579515,122,2025-03-19,6.0042,6.311,307,"['Crime', 'Drama', 'History']"
en,"A grieving man receives a mysterious, personal invitation to meet with God at a place called 'The Shack'.",The Shack,20000000,96942115,132,2017-03-03,5.2065,7.495,2200,"['Drama', 'Family']"
en,Following Rocky Balboa's intense battle with his most powerful adversary yet – the ferocious Clubber Lang – Rocky joins forces with former rival Apollo Creed in an effort to get back his fighting spirit.,Rocky III,17000000,269952898,99,1982-05-28,5.2554,6.894,4331,['Drama']
en,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",Legion,26000000,67900000,100,2010-01-21,6.1861,5.897,2746,"['Horror', 'Action', 'Fantasy']"
en,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",Johnny English Reborn,45000000,160078586,101,2011-09-15,5.646,6.242,3446,"['Crime', 'Action', 'Comedy']"
en,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",The Secret of Kells,8000000,1803412,78,2009-02-09,5.2786,7.412,743,"['Animation', 'Family', 'Fantasy']"
fr,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,Taxi 2,10500000,64433844,82,2000-03-25,5.7038,6.262,1817,"['Action', 'Comedy', 'Adventure', 'Crime']"
en,"PK, an English orphan terrorized for his family's political beliefs in Africa, turns to his only friend, a kindly world-wise prisoner, Geel Piet. Geel teaches him how to box with the motto “fight with your fists and lead with your heart”. As he grows to manhood, PK uses these words to take on the system and the injustices he sees around him - and finds that one person really can make a difference.",The Power of One,18000000,2827107,127,1992-03-27,5.256,7.5,145,['Drama']
en,"It's been ten years since the creation of the Great Truce, an elaborate joint-species surveillance system designed and monitored by cats and dogs to keep the peace when conflicts arise. But when a tech-savvy villain hacks into wireless networks to use frequencies only heard by cats and dogs, he manipulates them into conflict and the worldwide battle between cats and dogs is BACK ON. Now, a team of inexperienced and untested agents will have to use their old-school animal instincts to restore order and peace between cats and dogs everywhere.",Cats & Dogs 3: Paws Unite,17000000,4200000,84,2020-10-02,5.4609,6.147,215,"['Family', 'Comedy', 'Action']"
en,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",The Call,13000000,68572378,94,2013-03-14,5.8722,6.797,2959,"['Crime', 'Thriller']"
it,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",A Fistful of Dollars,200000,14500000,99,1964-09-12,5.7687,7.827,4509,['Western']
en,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",Killing Them Softly,15000000,37930465,97,2012-07-30,5.95,6.027,2291,"['Crime', 'Thriller']"
en,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",Teenage Mutant Ninja Turtles,13500000,201965915,93,1990-03-30,5.3888,6.704,1879,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']"
